shift_number,trip_number,passenger_count,tolls_amt,tip_amt,surcharge,total_amt,trip_distance,long_end,lat_end,long_start,lat_start,vendor_name,payment_method_rec,zipcode_start,zipcode_end,dropoff_minute,dropoff_hour,dropoff_day,pickup_minute,pickup_hour,pickup_day,pickup_year,trip_duration,medallion
11503983,35,1,0,0,0.5,6.3,1.4,-73.9903,40.7494,-73.9789,40.7631,CMT,Cash,10001,10103,3,2,22,59,1,22,2010,4,C1115T
282671712,13820,1,0,0,0.5,10.7,2.74,-73.9896,40.73,-73.9838,40.7603,VTS,Cash,10003,10020,36,2,13,24,2,13,2010,12,C7877T
3454682,937,1,0,0,0,7,1.9,-74.0035,40.7355,-73.9921,40.759,CMT,Cash,10011,10018,50,3,29,44,3,29,2008,6,C9898T
5476152,1140,1,0,0,0,18.2,6.5,-73.9074,40.7729,-73.9903,40.7609,CMT,Cash,11105,10018,15,3,16,57,2,16,2009,18,C8389T
8949208,2495,1,0,0,0.5,19,7,-73.9552,40.6909,-73.9928,40.7583,CMT,Cash,11238,10018,36,3,26,15,3,26,2009,21,C0607T
273661405,18431,2,0,0,0,6.2,1.13,-73.9682,40.763,-73.9831,40.7633,VTS,Cash,10065,10103,14,4,22,9,4,22,2008,5,C6365T
273661526,1106,1,0,0,0,7.4,1.76,-74.0022,40.7505,-73.9858,40.7629,VTS,Cash,10199,10018,9,4,22,2,4,22,2008,7,C9796T
278401372,1318,2,0,0.9,0.5,8,1.74,-73.9882,40.7448,-73.9856,40.7628,VTS,Credit,10001,10018,58,4,16,53,4,16,2009,5,C5859T
281184726,4495,1,0,1,0.5,4.9,0.3,-73.9915,40.7606,-73.9887,40.7642,VTS,Credit,10018,10018,59,4,31,58,4,31,2010,1,C5851T
13292568,637,1,0,0,0.5,21.9,6.1,-73.9455,40.8348,-73.9885,40.7643,CMT,Cash,10031,10018,36,4,21,11,4,21,2010,25,C3934T
277587189,24784,1,0,1,0,8,1.89,-73.9634,40.7747,-73.9848,40.7632,VTS,Credit,10021,10018,55,5,21,49,5,21,2009,6,C9793T
9899445,2657,1,0,0,0.5,5.9,0.8,-73.9948,40.7652,-73.9814,40.7595,CMT,Cash,10019,10020,41,5,21,36,5,21,2009,5,C7278T
1322239,101372,1,0,0,0.5,7.5,2,-74.002,40.7403,-73.9886,40.7641,DDS,Cash,10011,10018,3,5,17,57,4,17,2010,6,C3439T
281882599,5883,1,5.5,0,0.5,36.2,12.07,-73.8617,40.7683,-73.9892,40.7577,VTS,Cash,11371,10018,41,5,19,15,5,19,2010,26,C8285T
274967492,21159,1,0,0,0,10.1,3.36,-74.0056,40.7169,-73.9913,40.7602,VTS,Cash,10278,10018,53,6,23,41,6,23,2009,12,C5155T
276393439,13469,2,0,0,0,6.1,1.29,-73.9916,40.7492,-73.9855,40.7597,VTS,Cash,10001,10018,53,6,29,45,6,29,2009,8,C1219T
8472138,1391,1,0,0,0,5.3,1,-73.9749,40.757,-73.9897,40.7576,CMT,Cash,10171,10018,18,6,28,13,6,28,2009,5,C9491T
13179947,3179,1,0,1,0,6.8,1.2,-73.9898,40.752,-73.9839,40.7652,CMT,Credit,10119,10103,49,6,14,44,6,14,2010,5,C7374T
3721333,598,1,0,0,0,4.5,0.8,-73.9722,40.7596,-73.9817,40.7658,CMT,Cash,10152,10103,56,7,20,52,7,20,2008,4,C8989T
7422430,20,1,0,0,0,3.7,0.7,-73.9926,40.7586,-73.9858,40.7677,CMT,Cash,10018,10019,43,7,27,41,7,27,2009,2,C5254T
280284300,8024,1,0,0,0,7,0.99,-73.9682,40.756,-73.9823,40.763,VTS,Cash,10154,10103,58,7,29,48,7,29,2010,10,C4446T
14064588,3705,1,0,0,0,6.2,1.5,-73.9785,40.7619,-73.9898,40.7573,CMT,Cash,10103,10018,22,7,26,17,7,26,2010,5,C1914T
15063459,6139,2,0,1.5,0,8.9,1.4,-73.9949,40.75,-73.9844,40.7639,CMT,Credit,10119,10020,50,7,13,42,7,13,2010,8,C7175T
15829976,5089,2,4.5,0,0,50.07,17.3,-73.7831,40.644,-73.9867,40.7608,CMT,Cash,11422,10018,25,7,18,54,6,18,2010,31,C9192T
283588746,16367,1,0,1,0,6,0.84,-73.9851,40.7547,-73.9821,40.7647,VTS,Credit,10110,10103,3,7,15,58,6,15,2010,5,C6469T
4058805,3892,3,0,0,0,4.1,0.6,-73.9856,40.7577,-73.9886,40.7581,CMT,Cash,10020,10018,37,8,17,33,8,17,2008,4,C5954T
274054338,5820,1,0,0,0,3.7,0.58,-73.9932,40.7577,-73.9877,40.7641,VTS,Cash,10018,10018,4,8,19,2,8,19,2009,2,C9699T
274153691,14096,1,0,0,0,8.1,2.48,-74.007,40.7427,-73.9821,40.7648,VTS,Cash,10014,10103,33,8,26,24,8,26,2009,9,C4841T
5477878,5235,1,0,0,0,5.3,0.8,-73.9814,40.7595,-73.9925,40.7583,CMT,Cash,10020,10018,27,8,16,20,8,16,2009,7,C2229T
276188754,10928,1,0,0,0,18.9,6.74,-74.0161,40.705,-73.9785,40.7636,VTS,Cash,10280,10103,29,8,15,8,8,15,2009,21,C1514T
276592845,21773,1,0,1,0,6.3,1.14,-73.9945,40.7526,-73.9853,40.7631,VTS,Credit,10199,10018,40,8,13,34,8,13,2009,6,C9594T
7187847,5929,1,0,0,0,3.7,0.4,-73.9941,40.7563,-73.9898,40.7625,CMT,Cash,10199,10018,47,8,13,44,8,13,2009,3,C1S1VT
8001985,4410,2,0,0,0,6.5,1.5,-73.9721,40.7621,-73.9924,40.7582,CMT,Cash,10153,10018,41,8,31,33,8,31,2009,8,C9292T
277291517,17513,1,0,0,0,4.9,0.96,-73.9762,40.7573,-73.9888,40.7593,VTS,Cash,10111,10018,1,8,31,56,7,31,2009,5,C2828T
8472075,883,1,0,0,0,4.9,0.8,-73.9882,40.7508,-73.9923,40.759,CMT,Cash,10001,10018,14,8,28,8,8,28,2009,6,C2622T
1008028,182003,1,0,1.55,0,6.85,1,-73.9811,40.7586,-73.9817,40.7613,DDS,Credit,10020,10020,28,8,19,21,8,19,2009,7,C5355T
1073949,194419,1,0,0,0,9,1.3,-73.9712,40.7578,-73.9901,40.7574,DDS,Cash,10154,10018,37,8,30,22,8,30,2009,15,C4144T
278902475,2457,1,0,0,0,7.4,1.14,-73.9899,40.7527,-73.987,40.7662,VTS,Cash,10119,10019,18,8,21,8,8,21,2009,10,C0603T
11653622,6099,1,0,1.4,0,8,0.9,-73.9773,40.7516,-73.9844,40.7601,CMT,Credit,10110,10020,57,8,29,48,8,29,2010,9,C6163T
280281068,4045,2,0,0,0,7,1.02,-73.9942,40.7525,-73.9804,40.7617,VTS,Cash,10199,10103,50,8,29,40,8,29,2010,10,C2728T
280986720,10129,1,0,0,0,5.4,0.64,-73.9891,40.7636,-73.9809,40.7654,VTS,Cash,10018,10103,30,8,17,24,8,17,2010,6,C6368T
282083274,12295,1,0,1.5,0,9.3,1.06,-73.9893,40.7527,-73.9825,40.7658,VTS,Credit,10119,10103,53,8,8,41,8,8,2010,12,C9797T
282281350,13153,1,0,0,0,3.8,0.44,-73.9915,40.7647,-73.9867,40.7625,VTS,Cash,10018,10018,46,8,16,44,8,16,2010,2,C1519T
283384437,12815,5,0,0,0,6.2,1.05,-73.9722,40.7583,-73.9831,40.7664,VTS,Cash,10152,10019,52,8,11,45,8,11,2010,7,C0306T
16450425,100,1,0,0,0,7,1.2,-73.9919,40.7496,-73.9794,40.7646,CMT,Cash,10119,10103,52,8,15,44,8,15,2010,8,C3534T
273569049,3769,1,0,0,0,4.9,0.77,-73.9766,40.7581,-73.9845,40.7644,VTS,Cash,10111,10103,30,9,15,24,9,15,2008,6,C2425T
5834533,581,1,0,0,0,5.3,0.9,-73.9766,40.7489,-73.9869,40.756,CMT,Cash,10017,10018,22,9,13,16,9,13,2009,6,C4744T
275275005,27745,5,0,0,0,45,0,-73.9851,40.762,-73.9851,40.762,VTS,Cash,10018,10018,9,9,13,8,9,13,2009,1,C9797T
6015964,386,1,0,0,0,15.3,5.1,-74.0166,40.7047,-73.9874,40.7602,CMT,Cash,10280,10018,31,9,27,11,9,27,2009,20,C3535T
5921116,294,1,0,2,0,5.7,0.4,-73.9846,40.759,-73.9865,40.7617,CMT,Credit,10020,10018,49,9,20,46,9,20,2009,3,C1714T
275375360,5112,5,0,0,0,15.3,4.34,-74.015,40.7105,-73.9874,40.7601,VTS,Cash,10006,10018,7,9,20,42,8,20,2009,25,C0107T
276396719,16772,3,0,0,0,8.5,2.14,-73.9935,40.743,-73.9858,40.7677,VTS,Cash,10011,10019,48,9,29,35,9,29,2009,13,C5253T
7774223,6684,1,0,0,0,8.1,1.4,-73.9865,40.7491,-73.9865,40.7587,CMT,Cash,10001,10018,29,9,17,16,9,17,2009,13,C2621T
965279,173481,1,0,0,0,8.1,0.9,-73.9764,40.7635,-73.9907,40.7599,DDS,Cash,10153,10018,38,9,21,24,9,21,2009,14,C4942T
277589773,14440,1,0,0,0,6.9,1.45,-73.9943,40.7456,-73.9814,40.7637,VTS,Cash,10001,10103,40,9,21,29,9,21,2009,11,C6861T
277994628,308,5,0,0,0,6.5,1.08,-73.9945,40.7506,-73.9887,40.7575,VTS,Cash,10119,10018,57,9,19,49,9,19,2009,8,C1715T
278096391,233,5,0,2,0,10.5,1.11,-73.9703,40.7607,-73.9867,40.7617,VTS,Credit,10022,10018,58,9,26,43,9,26,2009,15,C5857T
13180158,9907,1,0,0,0,7.8,1.1,-73.9845,40.7531,-73.9883,40.7645,CMT,Cash,10110,10018,11,9,14,59,8,14,2010,12,C6868T
13182824,3247,1,0,1,0,9.6,2.3,-73.99,40.7419,-73.9862,40.7671,CMT,Credit,10011,10019,29,9,14,20,9,14,2010,9,C8182T
282381160,1328,1,0,0,0,7.4,1.5,-73.9824,40.7814,-73.9857,40.7621,VTS,Cash,10023,10018,45,9,23,37,9,23,2010,8,C7975T
282676427,14936,1,0,1,0,6.4,1.13,-73.986,40.7724,-73.9923,40.7595,VTS,Credit,10019,10018,7,9,13,2,9,13,2010,5,C7372T
3290850,2494,1,0,0,0,9.3,1.9,-73.9814,40.7868,-73.9859,40.7618,CMT,Cash,10023,10018,30,10,15,17,10,15,2008,13,C8289T
3456567,9730,1,0,0,0,4.9,0.4,-73.9767,40.7654,-73.9833,40.7629,CMT,Cash,10153,10020,17,10,29,11,10,29,2008,6,C4341T
3716924,5806,1,0,0,0,8.1,1.4,-73.9917,40.7449,-73.9911,40.7578,CMT,Cash,10001,10018,20,10,20,6,10,20,2008,14,C6668T
3721163,5755,1,0,0,0,4.9,0.9,-73.9757,40.7636,-73.988,40.763,CMT,Cash,10153,10018,42,10,20,37,10,20,2008,5,C2529T
4969325,2018,2,0,0,0,12.5,3.6,-74.0021,40.7191,-73.9824,40.7639,CMT,Cash,10278,10103,24,10,2,5,10,2,2009,19,C3931T
274460592,7965,1,0,0,0,4.1,0.51,-73.9795,40.7576,-73.9845,40.7578,VTS,Cash,10112,10020,42,10,16,38,10,16,2009,4,C6562T
5925633,8618,2,0,1.14,0,6.84,1.2,-73.9679,40.7623,-73.9825,40.7616,CMT,Credit,10022,10020,47,10,20,40,10,20,2009,7,C3738T
278407671,536,1,0,0,0,7.4,1.53,-73.9696,40.7553,-73.9842,40.763,VTS,Cash,10154,10020,46,10,16,37,10,16,2009,9,C8381T
9439193,1183,1,0,1.05,0,8.05,0.5,-73.9746,40.7595,-73.9819,40.7632,CMT,Credit,10111,10103,47,10,23,37,10,23,2009,10,C1117T
278506795,2503,5,0,0,0,7.4,0.62,-73.9793,40.7615,-73.9871,40.7604,VTS,Cash,10103,10018,13,10,23,2,10,23,2009,11,C6566T
13322627,8834,1,0,0,0,4.6,0.7,-73.9946,40.7558,-73.9878,40.7652,CMT,Cash,10199,10019,1,10,21,58,9,21,2010,3,C3733T
14773160,5052,2,0,0,0,6.6,1.1,-73.9729,40.7804,-73.9831,40.7654,CMT,Cash,10023,10103,7,10,30,0,10,30,2010,7,C4842T
15049210,3118,1,4.5,0,0,31.57,10.4,-73.8705,40.7737,-73.9811,40.7658,CMT,Cash,11371,10103,3,10,13,34,9,13,2010,29,C8781T
3805064,8708,1,0,0,0,10.5,2.6,-73.9998,40.7219,-73.9858,40.757,CMT,Cash,10012,10020,17,11,27,0,11,27,2008,17,C4842T
4558643,7308,3,0,0,0,5.3,0.9,-73.9779,40.749,-73.9866,40.7567,CMT,Cash,10017,10018,26,11,29,20,11,29,2008,6,C9896T
4804979,7003,1,0,0,0,7.3,1.8,-73.9604,40.7616,-73.9858,40.7624,CMT,Cash,10065,10018,8,11,19,59,10,19,2009,9,C1914T
7773500,1061,1,0,0,0,4.5,0.7,-73.9697,40.7629,-73.9827,40.7676,CMT,Cash,10153,10019,16,11,17,11,11,17,2009,5,C0104T
277289819,16344,1,0,1,0,8.3,1.66,-73.9681,40.7625,-73.9862,40.7595,VTS,Credit,10022,10018,15,11,31,6,11,31,2009,9,C3336T
277494528,2576,1,0,0,0,5.7,1.25,-73.9739,40.7631,-73.9892,40.7578,VTS,Cash,10153,10018,22,11,14,15,11,14,2009,7,C7472T
277997880,21314,1,0,0,0,4.1,0.33,-73.9849,40.7606,-73.9826,40.7593,VTS,Cash,10020,10020,9,11,19,5,11,19,2009,4,C1316T
9437832,1207,1,0,0,0,8.2,0.9,-73.9763,40.7593,-73.9895,40.7577,CMT,No charge,10111,10018,0,11,23,48,10,23,2009,12,C5754T
10010503,296,1,0,0,0,4.2,0.3,-73.981,40.7594,-73.9851,40.76,CMT,Cash,10020,10020,28,11,28,25,11,28,2009,3,C1S1VT
11655292,4295,1,0,0,0,6.6,1.3,-73.973,40.764,-73.99,40.7607,CMT,Cash,10153,10018,33,11,29,26,11,29,2010,7,C7873T
280587289,6019,1,0,2,0,9,0.97,-73.9902,40.7518,-73.982,40.7638,VTS,Credit,10119,10103,36,11,19,27,11,19,2010,9,C5558T
282382842,14776,1,0,0,0,7,1,-73.9903,40.7518,-73.9838,40.7636,VTS,Cash,10119,10020,34,11,23,24,11,23,2010,10,C2727T
15832059,9082,1,4.5,0,0,30.77,10.4,-73.8619,40.7686,-73.9853,40.762,CMT,Cash,11371,10018,56,11,18,27,11,18,2010,29,C7976T
283282492,12337,2,0,0,0,8.2,1.98,-73.994,40.7388,-73.9839,40.7581,VTS,Cash,10011,10020,8,11,25,58,10,25,2010,10,C3533T
283286423,8628,1,0,0,0,10.6,2.45,-73.972,40.7939,-73.9848,40.7674,VTS,Cash,10162,10019,16,11,25,2,11,25,2010,14,C2421T
273911686,3405,1,0,0,0,4.9,1.11,-73.9845,40.766,-73.9861,40.7562,VTS,Cash,10019,10110,37,12,26,32,12,26,2009,5,C2829T
6960474,904,3,0,0,0,5.7,1.2,-73.9868,40.7568,-73.9799,40.7629,CMT,Cash,10018,10103,6,12,29,0,12,29,2009,6,C1413T
7308569,1261,1,0,0,0,3.3,0.4,-73.9808,40.7698,-73.9824,40.7648,CMT,Cash,10019,10103,11,12,20,9,12,20,2009,2,C7177T
278095025,20434,1,0,0,0,5.7,1.25,-73.9837,40.7694,-73.9903,40.7573,VTS,Cash,10019,10018,9,12,26,2,12,26,2009,7,C9298T
11511096,6277,1,0,0,0,14.2,3.6,-74.0071,40.7274,-73.9803,40.7619,CMT,Cash,10012,10103,58,12,22,36,12,22,2010,22,C3831T
11652125,3569,3,4.5,0,0,33.17,11.1,-73.8705,40.7739,-73.9892,40.7579,CMT,Cash,11371,10018,0,12,29,32,11,29,2010,28,C3S3VT
280281358,7516,2,0,1,0,7.6,0.79,-73.9711,40.7585,-73.9804,40.7644,VTS,Credit,10152,10103,0,12,29,51,11,29,2010,9,C9395T
12905982,9554,1,0,1.85,0,9.25,1.7,-73.9794,40.7275,-73.985,40.7586,CMT,Credit,10009,10020,5,12,31,19,11,31,2010,46,C1316T
281883413,11990,1,0,2,0,9.8,1.67,-74.0045,40.7422,-73.9866,40.7567,VTS,Credit,10011,10018,0,12,19,51,11,19,2010,9,C9891T
14203758,8806,1,0,0,0,8.2,1.4,-73.9857,40.7495,-73.979,40.7651,CMT,Cash,10001,10103,45,12,8,33,12,8,2010,12,C4748T
282384145,12266,1,0,1,0,6,0.53,-73.9728,40.7633,-73.9816,40.7671,VTS,Credit,10153,10103,17,12,23,12,12,23,2010,5,C0405T
282381368,10897,1,0,1,0,10.4,2.38,-73.9581,40.782,-73.9832,40.7663,VTS,Credit,10028,10019,28,12,23,17,12,23,2010,11,C0906T
282480763,17781,1,0,0,0,4.2,0.57,-73.9734,40.7648,-73.9816,40.7669,VTS,Cash,10153,10103,28,12,30,26,12,30,2010,2,C0708T
16140624,1968,1,0,0,0,5.8,1.2,-73.9873,40.7708,-73.9925,40.7586,CMT,Cash,10019,10018,18,12,11,13,12,11,2010,5,C1416T
3805350,1982,1,0,0,0,37.7,17,-74.178,40.6955,-73.9921,40.7593,CMT,Cash,7114,10018,42,13,27,18,13,27,2008,24,C7473T
273663106,18288,1,0,1,0,6.3,0.47,-73.9791,40.756,-73.9801,40.7612,VTS,Credit,10110,10103,13,13,22,13,13,22,2008,0,C5556T
5140240,1223,1,0,0.67,0,5.17,0.9,-73.9708,40.7586,-73.9823,40.7655,CMT,Credit,10152,10103,14,13,16,10,13,16,2009,4,C0304T
5228193,9181,2,0,2,0,12.1,2.7,-74.0033,40.7328,-73.9795,40.766,CMT,Credit,10011,10103,9,13,23,54,12,23,2009,15,C0203T
275069949,17205,5,0,0,0,3.7,0.55,-74.0008,40.7619,-73.9907,40.7576,VTS,Cash,10018,10018,35,13,30,32,13,30,2009,3,C4146T
276192476,17772,1,0,0,0,5.7,0.91,-73.9917,40.7497,-73.9824,40.7594,VTS,Cash,10119,10020,16,13,15,9,13,15,2009,7,C9997T
813744,146609,3,0,0,0,5.3,0.9,-73.9869,40.7711,-73.9833,40.764,DDS,Cash,10019,10103,25,13,15,16,13,15,2009,9,C3831T
276794938,20633,1,0,0,0,4.5,0.71,-73.9832,40.7516,-73.9901,40.7586,VTS,Cash,10110,10018,44,13,27,40,13,27,2009,4,C7375T
866517,156045,1,0,0,0,6.1,0.8,-73.9713,40.7538,-73.9834,40.7626,DDS,Cash,10171,10020,4,13,20,55,12,20,2009,9,C6765T
277087920,17221,4,0,0,0,5.7,1.22,-73.9682,40.7518,-73.9801,40.7614,VTS,Cash,10017,10103,0,13,17,53,12,17,2009,7,C8785T
7771868,7547,1,0,0,0,6.1,1,-73.9947,40.7504,-73.9902,40.7576,CMT,Cash,10119,10018,19,13,17,11,13,17,2009,8,C1912T
277592512,1282,2,0,8.32,0,41.62,5.2,-74.0005,40.7585,-73.9905,40.7612,VTS,Credit,10199,10018,24,13,21,13,12,21,2009,71,C1913T
1008497,182082,1,0,1,0,5.9,0.8,-73.9856,40.7614,-73.982,40.7629,DDS,Credit,10018,10103,30,13,19,23,13,19,2009,7,C3738T
278407137,926,1,0,0,0,12.2,3.16,-73.954,40.7729,-73.9895,40.7575,VTS,Cash,10044,10018,35,13,16,18,13,16,2009,17,C2128T
280287353,3201,1,0,0,0,5,0.69,-73.9877,40.7701,-73.9886,40.7626,VTS,Cash,10019,10018,20,13,29,16,13,29,2010,4,C2723T
280684364,9942,5,0,2,0,7.8,1.02,-73.991,40.7505,-73.9859,40.7607,VTS,Credit,10119,10018,44,13,26,38,13,26,2010,6,C9293T
12079141,8511,1,0,0,0,7.4,1.6,-73.9786,40.7833,-73.9867,40.7614,CMT,Cash,10023,10018,19,13,19,10,13,19,2010,9,C7376T
5223520,4169,1,0,2.95,0,22.65,7.9,-73.9387,40.8529,-73.9893,40.7629,CMT,Credit,10034,10018,26,14,23,11,14,23,2009,15,C7774T
275071410,19114,1,0,0,0,10.1,3.05,-73.9476,40.7793,-73.9846,40.764,VTS,Cash,10028,10020,11,14,30,57,13,30,2009,14,C1213T
876396,158099,1,0,0,0,10.9,2.9,-73.9922,40.7214,-73.9849,40.7552,DDS,Cash,10002,10110,20,14,27,4,14,27,2009,16,C1712T
7307907,9983,4,0,0,0,13.3,4.2,-74.0153,40.7116,-73.9923,40.759,CMT,Cash,10006,10018,2,14,20,48,13,20,2009,14,C8986T
9444886,1059,2,0,1.4,0,8.4,1.2,-73.974,40.751,-73.9819,40.7625,CMT,Credit,10017,10103,24,14,23,16,14,23,2009,8,C7976T
9549767,990,1,0,0,0,4.2,0.6,-73.9833,40.7667,-73.9901,40.7623,CMT,Cash,10019,10018,5,14,30,2,14,30,2009,3,C6761T
281587051,7974,1,0,0,0,5.8,0.76,-73.9713,40.7585,-73.9784,40.7651,VTS,Cash,10152,10153,34,14,28,28,14,28,2010,6,C9192T
282281826,11614,1,0,0,0,4.2,0.67,-73.9827,40.7709,-73.986,40.7628,VTS,Cash,10019,10018,8,14,16,6,14,16,2010,2,C3939T
14630478,1108,2,0,0,0,6.2,1.1,-73.9821,40.7744,-73.9797,40.7617,CMT,Cash,10069,10103,20,14,23,14,14,23,2010,6,C0901T
15983253,2696,2,4.5,0,0,41.17,12.2,-73.8628,40.7689,-73.9866,40.7598,CMT,Cash,11371,10018,30,14,25,43,13,25,2010,47,C9991T
3293533,2019,1,0,1.62,0,9.72,1.3,-73.9781,40.749,-73.9807,40.7612,CMT,Credit,10017,10103,38,15,15,26,15,15,2008,12,C3434T
5141157,8296,1,0,0,0,4.1,0.6,-73.9915,40.7501,-73.9856,40.7582,CMT,Cash,10119,10020,19,15,16,16,15,16,2009,3,C7278T
274969169,23922,1,0,0,0,4.1,0.69,-73.9738,40.7627,-73.9839,40.7654,VTS,Cash,10153,10103,3,15,23,0,15,23,2009,3,C6167T
6836259,3768,1,0,0,0,5.7,0.4,-73.9802,40.7632,-73.9877,40.765,CMT,Cash,10103,10019,57,15,22,49,15,22,2009,8,C1816T
276298184,22304,5,0,0,0,5.7,0.86,-73.9679,40.7683,-73.9795,40.763,VTS,Cash,10065,10103,48,15,22,41,15,22,2009,7,C0501T
277090278,25120,5,4.5,0,0,49.57,18.05,-73.7899,40.6449,-73.985,40.7621,VTS,Cash,11422,10018,50,15,17,0,15,17,2009,50,C9591T
7893864,5431,1,0,0,0,4.1,0.6,-73.9856,40.7698,-73.9842,40.7651,CMT,Cash,10019,10103,0,15,24,56,14,24,2009,4,C8389T
8234205,8921,2,0,0,0,3.7,0.5,-73.9862,40.7516,-73.9832,40.7582,CMT,Cash,10001,10020,35,15,14,33,15,14,2009,2,C1216T
8838372,7236,4,0,0,0,5.3,0.8,-73.9739,40.751,-73.9857,40.7553,CMT,Cash,10017,10110,0,15,19,54,14,19,2009,6,C1217T
8961306,1473,1,0,0,0,4.1,0.7,-73.9925,40.7527,-73.9853,40.7591,CMT,Cash,10119,10020,41,15,26,37,15,26,2009,4,C9292T
281385283,12358,1,0,0,0,7.8,2.07,-73.9621,40.7792,-73.978,40.766,VTS,Cash,10028,10153,20,15,14,11,15,14,2010,9,C3839T
281593703,7073,2,0,0,0,7.4,1.09,-73.9991,40.7495,-73.9891,40.7634,VTS,Cash,10199,10018,36,15,28,26,15,28,2010,10,C0707T
281888770,8709,5,0,0,0,9,2.25,-73.9746,40.7911,-73.9822,40.7669,VTS,Cash,10162,10019,8,15,19,57,14,19,2010,11,C9394T
14492688,3380,1,4.5,0,0,34.37,11.9,-73.8617,40.7683,-73.9864,40.7586,CMT,Cash,11371,10018,28,15,16,57,14,16,2010,31,C3836T
282384010,13097,1,0,0,0,6.6,1.11,-73.9747,40.7504,-73.9848,40.76,VTS,Cash,10017,10020,49,15,23,41,15,23,2010,8,C4449T
487891,847414,1,0,0,0,10.5,2.3,-73.9624,40.7681,-73.9859,40.7578,DDS,Cash,10021,10018,6,16,17,49,15,17,2008,17,C0703T
274263033,24476,1,0,3,1,11.7,2.27,-74.0016,40.7353,-73.9829,40.7641,VTS,Credit,10011,10103,18,16,2,14,16,2,2009,4,C4841T
274567668,25935,2,0,0,1,6.7,1.1,-73.9741,40.7637,-73.9866,40.7559,VTS,Cash,10153,10018,33,16,23,26,16,23,2009,7,C3335T
274973652,17445,1,0,3,1,10.5,1.65,-73.9815,40.7418,-73.9842,40.7623,VTS,Credit,10016,10020,54,16,23,47,16,23,2009,7,C1915T
6015775,7133,1,0,0,0,4.9,0.8,-73.9863,40.7575,-73.9865,40.7666,CMT,Cash,10018,10019,37,16,27,32,16,27,2009,5,C5552T
275789404,4863,3,0,2,1,10.3,1.73,-73.9856,40.7408,-73.9821,40.7625,VTS,Credit,10001,10103,50,16,18,41,16,18,2009,9,C9995T
7429814,1622,1,0,0,0,10.5,2.6,-73.9805,40.7354,-73.9902,40.7617,CMT,Cash,10009,10018,53,16,27,38,16,27,2009,15,C7273T
7894297,3543,1,0,1.42,0,7.52,0.9,-73.9804,40.754,-73.9826,40.7638,CMT,Credit,10110,10103,22,16,24,14,16,24,2009,8,C2625T
277996937,3431,6,0,2,0,14.1,3.84,-73.9607,40.8102,-73.9875,40.7616,VTS,Credit,10027,10018,10,16,19,55,15,19,2009,15,C3336T
277996563,11171,1,0,0,1,8.7,2.11,-73.9549,40.7775,-73.9785,40.7634,VTS,Cash,10028,10103,24,16,19,15,16,19,2009,9,C5455T
278409221,852,2,4.5,0,0,50.07,22.06,-73.7831,40.6483,-73.9838,40.765,VTS,Cash,11422,10103,26,16,16,27,15,16,2009,59,C5351T
12224222,2636,1,0,0,1,7.6,1.3,-73.9805,40.775,-73.9846,40.7641,CMT,Cash,10023,10020,22,16,26,14,16,26,2010,8,C8182T
280949538,3529,1,0,1,1,9.8,1.07,-73.9731,40.7627,-73.9873,40.7609,VTS,Credit,10153,10018,34,16,17,22,16,17,2010,12,C8289T
282673795,6604,1,0,0,1,10,2.36,-73.9951,40.7339,-73.9921,40.7592,VTS,Cash,10003,10018,27,16,13,17,16,13,2010,10,C0904T
1515051,102562,1,0,0,1,9.2,1.8,-73.9817,40.7431,-73.9811,40.7602,DDS,Cash,10001,10020,52,16,13,41,16,13,2010,11,C7674T
3726188,3197,1,0,3,0,15.7,2.8,-74.0083,40.7456,-73.9856,40.7615,CMT,Credit,10014,10018,56,17,20,38,17,20,2008,18,C0403T
273571609,12389,3,5,0,1,33.7,9.69,-73.8708,40.774,-73.9824,40.7594,VTS,Cash,11371,10020,16,17,15,41,16,15,2008,35,C1714T
274161788,18987,1,0,0,1,7.5,1.57,-73.9872,40.7454,-73.9828,40.764,VTS,Cash,10001,10103,23,17,26,15,17,26,2009,8,C6561T
277492434,33289,1,0,1,1,8.9,1.24,-73.9898,40.7675,-73.9845,40.7553,VTS,Credit,10019,10110,35,17,14,26,17,14,2009,9,C4645T
277696332,23476,1,0,0,1,9.1,1.89,-73.9561,40.7645,-73.9814,40.7646,VTS,Cash,10021,10103,46,17,28,34,17,28,2009,12,C3838T
277997127,33340,1,0,0,1,5.9,0.91,-73.9874,40.7562,-73.9828,40.7651,VTS,Cash,10018,10103,13,17,19,8,17,19,2009,5,C4548T
1019721,184329,1,0,0,1,7.5,1.3,-73.9887,40.7778,-73.9797,40.7662,DDS,Cash,10069,10103,34,17,26,27,17,26,2009,7,C4644T
278412340,997,2,0,1,1,7,0.78,-73.9876,40.7601,-73.9876,40.7601,VTS,Credit,10018,10018,52,17,16,47,17,16,2009,5,C8484T
9545548,1052,1,0,0,1,6,0.6,-73.9877,40.7696,-73.9798,40.7651,CMT,Cash,10019,10103,44,17,30,40,17,30,2009,4,C4849T
13186293,9349,1,0,3.8,1,19,4.3,-73.9506,40.8098,-73.9868,40.7664,CMT,Credit,10027,10019,11,17,14,52,16,14,2010,19,C2821T
283597429,13817,1,0,2,1,7.6,0.31,-73.9853,40.7596,-73.9827,40.7634,VTS,Credit,10020,10103,57,17,15,52,17,15,2010,5,C8287T
