shift_number,trip_number,passenger_count,tolls_amt,tip_amt,surcharge,total_amt,trip_distance,long_end,lat_end,long_start,lat_start,vendor_name,payment_method_rec,zipcode_start,zipcode_end,dropoff_minute,dropoff_hour,dropoff_day,pickup_minute,pickup_hour,pickup_day,pickup_year,trip_duration,medallion
274004238,6871,4,0,0,0,5.4,1.02,-73.9953,40.7547,-73.9862,40.7672,VTS,Cash,10199,10019,33,0,16,29,0,16,2009,4,C9998T
4848286,3627,1,0,0,0,10.2,2.8,-73.9765,40.7907,-73.9825,40.7592,CMT,Cash,10162,10020,14,0,23,3,0,23,2009,11,C4949T
274088244,4135,5,0,0,0,3.8,0.46,-73.988,40.7643,-73.985,40.7587,VTS,Cash,10018,10020,55,0,23,53,0,23,2009,2,C9699T
274408408,22359,1,0,0,0.5,5,0.71,-73.9877,40.7687,-73.9902,40.7616,VTS,Cash,10019,10018,40,0,13,36,0,13,2009,4,C2624T
275018218,3308,1,0,0,0.5,6.6,1.14,-73.97,40.7638,-73.9841,40.7611,VTS,Cash,10153,10020,27,0,27,20,0,27,2009,7,C4249T
5623722,1617,1,0,0,0,6.6,1.7,-74.0047,40.7519,-73.9859,40.7681,CMT,Cash,10199,10019,8,0,27,3,0,27,2009,5,C6661T
5972087,8211,1,0,3.32,0,19.42,5.6,-73.9527,40.8142,-73.9821,40.763,CMT,Credit,10027,10103,35,0,24,17,0,24,2009,18,C2923T
275431010,23640,1,0,2,0,8.6,1.31,-73.9952,40.7596,-73.9818,40.7675,VTS,Credit,10018,10019,36,0,24,29,0,24,2009,7,C0307T
276849450,24365,2,0,0,0.5,8.2,2.01,-74.0054,40.7402,-73.9874,40.7609,VTS,Cash,10014,10018,52,0,31,42,0,31,2009,10,C4245T
277145981,27212,2,0,0,0,5.8,1.09,-73.9851,40.7681,-73.9851,40.7629,VTS,Cash,10019,10018,54,0,21,47,0,21,2009,7,C4142T
7836188,1578,1,0,1,0,10.3,2.6,-73.98,40.7352,-73.9831,40.7636,CMT,Credit,10009,10103,52,0,21,39,0,21,2009,13,C9797T
277246895,28482,5,0,0,0,5.4,1.25,-73.9661,40.7589,-73.9853,40.7635,VTS,Cash,10022,10018,53,0,28,49,0,28,2009,4,C0201T
7948872,3027,1,0,1.23,0,8.93,2.4,-73.9799,40.7335,-73.9894,40.7571,CMT,Credit,10009,10018,20,0,28,12,0,28,2009,8,C3636T
8294442,9794,2,0,0,0,10.5,3,-74.0001,40.7269,-73.9833,40.7626,CMT,Cash,10012,10020,39,0,18,24,0,18,2009,15,C2626T
277645285,27770,1,0,0,0,13,4.01,-74.0072,40.7112,-73.9854,40.7574,VTS,Cash,10007,10020,37,0,25,21,0,25,2009,16,C8688T
8777506,4955,1,0,0,0,4.1,0.6,-73.9752,40.7619,-73.9808,40.7645,CMT,Cash,10103,10103,23,0,16,19,0,16,2009,4,C7377T
1004825,181447,1,0,0,0,3.8,0.1,-73.9962,40.7535,-73.9908,40.7608,DDS,Cash,10199,10018,3,0,17,59,23,16,2009,4,C6569T
278357579,1466,1,0,0,0.5,12.3,3.17,-73.9938,40.7289,-73.9873,40.7599,VTS,Cash,10003,10018,19,0,13,4,0,13,2009,15,C5155T
280231714,7387,1,0,2,0.5,10.7,2.14,-74.0049,40.7412,-73.9838,40.7627,VTS,Credit,10011,10020,54,0,26,45,0,26,2010,9,C2528T
12038514,8498,1,0,0,0.5,17.1,4,-74.0063,40.7332,-73.9861,40.7639,CMT,Cash,10014,10018,16,0,17,50,23,16,2010,26,C7574T
12865121,1321,1,0,0,0.5,9.5,1.5,-73.9906,40.751,-73.9849,40.7601,CMT,Cash,10119,10020,2,0,29,49,23,28,2010,13,C4349T
282332451,12925,5,0,0,0.5,16.7,4.96,-74.0174,40.7112,-73.9863,40.7617,VTS,Cash,10280,10018,41,0,20,21,0,20,2010,20,C6666T
282435954,11168,1,0,0,0.5,6.3,1.09,-73.9927,40.7601,-73.9841,40.7651,VTS,Cash,10018,10103,30,0,27,25,0,27,2010,5,C5257T
283235537,17298,1,0,0,0.5,34.3,14.71,-73.8717,40.834,-73.9814,40.7638,VTS,Cash,10460,10103,42,0,22,14,0,22,2010,28,C9294T
3680003,555,1,0,0,0,6.6,1.6,-73.9998,40.7403,-73.9926,40.7586,CMT,Cash,10011,10018,51,1,17,46,1,17,2008,5,C9299T
4195712,8291,1,0,0,0,8.2,2,-73.9801,40.741,-73.9817,40.7631,CMT,Cash,10016,10103,2,1,28,53,0,28,2008,9,C5752T
274206389,11699,1,0,0,0,6.2,1.38,-73.9905,40.7511,-73.979,40.7653,VTS,Cash,10119,10103,17,1,30,12,1,30,2009,5,C8684T
274209067,19850,1,0,0,0,4.6,0.62,-73.9916,40.7499,-73.9864,40.7575,VTS,Cash,10119,10018,58,1,30,55,1,30,2009,3,C1318T
274514370,16684,1,0,0,0.5,7,1.48,-73.9827,40.7772,-73.9889,40.7585,VTS,Cash,10023,10018,6,1,20,59,0,20,2009,7,C0501T
7835414,2419,1,0,0,0,5.7,1.3,-73.9647,40.761,-73.9834,40.7614,CMT,Cash,10065,10020,13,1,21,7,1,21,2009,6,C3439T
9018859,7533,4,0,0,0.5,8.2,2,-73.9967,40.7665,-73.9881,40.7564,CMT,Cash,10019,10018,58,1,30,50,1,30,2009,8,C9498T
278554587,1645,3,0,0,0.5,5.5,0.61,-73.9866,40.7718,-73.9837,40.7655,VTS,Cash,10019,10103,58,1,27,54,1,27,2009,4,C8485T
12846089,8030,1,0,0,0.5,6.3,0.7,-73.9934,40.7671,-73.9816,40.7623,CMT,Cash,10019,10103,7,1,28,0,1,28,2010,7,C5552T
281038015,431,1,0,0,0.5,12.3,3.34,-73.9368,40.7621,-73.9809,40.7638,VTS,Cash,11106,10103,48,1,21,34,1,21,2010,14,C2428T
274104824,10835,1,0,1.6,0,7.4,1.46,-73.999,40.7456,-73.9852,40.7602,VTS,Credit,10011,10020,14,2,23,14,2,23,2009,0,C7877T
5969017,2487,1,0,4.52,0,26.62,7.3,-73.9681,40.6846,-73.9821,40.765,CMT,Credit,11238,10103,23,2,24,52,1,24,2009,31,C9192T
275838853,412,1,0,2,0.5,17.4,4.79,-74.0159,40.7133,-73.9851,40.7554,VTS,Credit,10282,10110,1,2,22,42,1,22,2009,19,C6669T
6780854,496,2,0,0,0,5.3,1.3,-73.9873,40.7709,-73.9842,40.7574,CMT,Cash,10019,10020,58,2,19,54,2,19,2009,4,C4743T
276345693,26319,1,0,2,0,25.8,9.76,-73.8407,40.7272,-73.9794,40.7642,VTS,Credit,11367,10103,54,2,26,34,2,26,2009,20,C1818T
12706311,586,1,0,0,0.5,10.7,2.7,-73.9875,40.7327,-73.9825,40.7639,CMT,Cash,10003,10103,29,2,21,18,2,21,2010,11,C2828T
281935740,13030,3,0,0,0,0,0.09,-73.9831,40.7618,-73.9814,40.761,VTS,Cash,10020,10020,50,2,23,50,2,23,2010,0,C9696T
14562860,4839,1,0,0,0.5,17.5,6.4,-73.9482,40.8244,-73.9895,40.7572,CMT,Cash,10031,10018,55,2,20,41,2,20,2010,14,C1513T
282433740,14520,2,0,0,0.5,12.3,3.88,-73.9234,40.7388,-73.9785,40.7634,VTS,Cash,11104,10103,52,2,27,38,2,27,2010,14,C4342T
4444572,5703,2,0,0,0,9.8,2.8,-73.9757,40.7415,-73.9866,40.7668,CMT,Cash,10016,10019,44,3,19,34,3,19,2008,10,C1712T
274414427,17685,1,0,0,0.5,5.4,0.76,-73.9918,40.7705,-73.9893,40.763,VTS,Cash,10019,10018,28,3,13,23,3,13,2009,5,C7279T
274619101,20808,1,0,0,0.5,15.4,2.74,-74.0024,40.7503,-73.9833,40.7644,VTS,Cash,10199,10103,16,3,27,50,2,27,2009,26,C4446T
275328073,10906,3,0,0,0,13.4,4.27,-73.9446,40.7948,-73.9864,40.7669,VTS,Cash,10029,10019,34,3,17,18,3,17,2009,16,C4944T
12015121,4617,1,0,0,0.5,7.1,1.8,-74.0082,40.738,-73.9919,40.7593,CMT,Cash,10014,10018,23,3,16,18,3,16,2010,5,C9594T
15912092,3397,1,0,0,0.5,4.7,0.5,-73.9929,40.7553,-73.9895,40.7595,CMT,Cash,10199,10018,41,3,22,40,3,22,2010,1,C3734T
16070187,5490,1,0,0,0.5,10.7,3.3,-73.9621,40.8053,-73.9877,40.7596,CMT,Cash,10027,10018,51,3,29,43,3,29,2010,8,C1S1VT
4844949,2676,2,0,0,0,7,1.8,-73.9893,40.7367,-73.9825,40.7623,CMT,Cash,10003,10020,22,4,23,17,4,23,2009,5,C2825T
14141847,1053,2,0,0,0.5,7.1,1.6,-73.9669,40.7724,-73.9824,40.7627,CMT,Cash,10021,10103,45,4,30,39,4,30,2010,6,C7876T
282235547,10742,5,0,0,0.5,22.7,9.42,-73.9236,40.8656,-73.9906,40.7592,VTS,Cash,10034,10018,26,4,13,12,4,13,2010,14,C3939T
276851185,7343,1,0,0,0.5,4.6,0.72,-73.9815,40.7743,-73.9835,40.7662,VTS,Cash,10023,10019,57,5,31,53,5,31,2009,4,C3333T
280641821,9082,3,0,4.2,0.5,25.7,7.88,-73.9477,40.6807,-73.9914,40.76,VTS,Credit,11216,10018,18,5,23,56,4,23,2010,22,C6265T
3583435,1764,1,0,0,0,5.3,0.9,-73.9784,40.7524,-73.9926,40.7586,CMT,Cash,10110,10018,47,6,10,41,6,10,2008,6,C7979T
3939018,4444,1,5,6,0,40.3,12,-73.8655,40.7708,-73.9848,40.761,CMT,Credit,11371,10020,55,6,11,26,6,11,2008,29,C5759T
5441188,1357,3,0,0,0,14.5,4.3,-73.9207,40.7432,-73.9875,40.7603,CMT,Cash,11104,10018,27,6,13,8,6,13,2009,19,C8482T
8304885,1999,1,0,0,0,4.1,0.7,-73.9912,40.7511,-73.9844,40.7594,CMT,Cash,10119,10020,59,6,18,56,6,18,2009,3,C9295T
12717056,6228,1,0,0,0,5.8,1.2,-73.978,40.7534,-73.9844,40.7647,CMT,Cash,10110,10103,54,6,21,48,6,21,2010,6,C3937T
14006100,2086,1,0,1,0,6.8,1.4,-73.9738,40.7549,-73.9844,40.7676,CMT,Credit,10167,10019,27,6,23,22,6,23,2010,5,C1S1VT
15152793,2036,1,0,2,0.5,16.7,4.3,-73.921,40.7413,-73.988,40.7649,CMT,Credit,11104,10018,16,6,17,59,5,17,2010,17,C4442T
3682523,18,1,0,10,0,32.5,6.6,-74.0103,40.7034,-73.9822,40.7613,CMT,Credit,10005,10020,22,7,17,50,6,17,2008,32,C1918T
5441032,38,1,0,1.14,0,6.84,1.1,-73.9768,40.7552,-73.9851,40.7647,CMT,Credit,10167,10018,20,7,13,14,7,13,2009,6,C6369T
276851022,14677,5,0,0,0,7.3,1.39,-73.9783,40.7609,-73.992,40.759,VTS,Cash,10103,10018,3,7,31,53,6,31,2009,10,C6166T
277251441,11194,1,0,0,0,6.9,2.22,-74.008,40.7327,-73.9919,40.7596,VTS,Cash,10014,10018,21,7,28,14,7,28,2009,7,C2527T
277550519,4420,2,0,0,0,4.9,0.49,-73.9743,40.7597,-73.9829,40.7638,VTS,Cash,10152,10103,55,7,18,48,7,18,2009,7,C2329T
277953341,28143,5,0,0,0,3.7,0.53,-73.9912,40.7688,-73.9866,40.7669,VTS,Cash,10019,10019,51,7,16,49,7,16,2009,2,C7774T
16682715,593,0,0,0,0,45.5,0.7,-73.7829,40.6439,-73.9864,40.7559,CMT,Cash,11422,10110,57,7,26,13,7,26,2010,44,C5453T
3337763,360,1,0,0,0,6.5,0.8,-73.9731,40.7594,-73.9869,40.7631,CMT,Cash,10152,10018,1,8,19,52,7,19,2008,9,C2522T
3420817,4401,1,0,0,0,5.7,0.6,-73.9789,40.7632,-73.9869,40.761,CMT,Cash,10103,10018,18,8,26,10,8,26,2008,8,C8381T
3769831,5355,1,0,1,0,7.9,0.8,-73.978,40.7497,-73.9852,40.7562,CMT,Credit,10017,10110,44,8,24,33,8,24,2008,11,C3135T
4119575,8732,2,0,0,0,13.3,3.4,-73.9499,40.7787,-73.9908,40.7576,CMT,Cash,10028,10018,35,8,21,13,8,21,2008,22,C7176T
4197848,6748,1,0,0.67,0,5.17,0.8,-73.9687,40.7623,-73.9826,40.7675,CMT,Credit,10022,10019,57,8,28,53,8,28,2008,4,C1814T
274212750,16884,5,0,0,0,4.5,0.59,-73.9939,40.7617,-73.9847,40.7616,VTS,Cash,10018,10020,33,8,30,28,8,30,2009,5,C7178T
5189774,9066,1,0,0.98,0,5.88,0.7,-73.9817,40.7599,-73.989,40.7576,CMT,Credit,10020,10018,25,8,20,20,8,20,2009,5,C9199T
7493696,3307,2,4.5,0,0,49.57,18,-73.7829,40.6489,-73.9799,40.7668,CMT,Cash,11422,10153,29,8,31,44,7,31,2009,45,C1615T
7491629,1058,1,0,2.74,0,16.44,4,-74.0161,40.7147,-73.9899,40.7624,CMT,Credit,10282,10018,31,8,31,12,8,31,2009,19,C6261T
277953175,16840,1,0,0.9,0,7,1.42,-73.9911,40.7507,-73.9867,40.7666,VTS,Credit,10119,10019,2,8,16,54,7,16,2009,8,C8583T
277949197,27066,1,0,1.5,0,14,3.86,-74.0102,40.7205,-73.9872,40.7607,VTS,Credit,10013,10018,53,8,16,36,8,16,2009,17,C8283T
12301276,5926,2,0,0,0,7.4,1.2,-73.9927,40.755,-73.9805,40.7642,CMT,Cash,10199,10103,23,8,30,13,8,30,2010,10,C1917T
281444137,13280,1,0,0,0,9.8,2.53,-73.9569,40.7834,-73.9834,40.7661,VTS,Cash,10028,10019,53,8,18,41,8,18,2010,12,C0507T
282733046,5276,1,0,0,0,5.4,0.1,-73.9738,40.7651,-73.9863,40.7614,VTS,Cash,10153,10018,49,8,17,44,8,17,2010,5,C5952T
15921103,5544,1,0,0,0,5.4,0.6,-73.9795,40.7535,-73.9904,40.7575,CMT,Cash,10110,10018,7,8,22,2,8,22,2010,5,C0209T
3336647,1159,1,0,0,0,8.9,2.2,-73.9992,40.7309,-73.984,40.7574,CMT,Cash,10012,10020,42,9,19,29,9,19,2008,13,C8685T
4023212,7792,1,0,0,0,7.7,1.7,-74.0044,40.7424,-73.9861,40.7595,CMT,Cash,10011,10018,3,9,14,53,8,14,2008,10,C6168T
4027076,498,1,0,0,0,6.1,1.1,-73.9732,40.7643,-73.9876,40.7602,CMT,Cash,10153,10018,34,9,14,25,9,14,2008,9,C3S3VT
4525867,5718,1,0,0,0,8.5,2.1,-73.9715,40.7508,-73.9841,40.7673,CMT,Cash,10017,10019,28,9,26,17,9,26,2008,11,C5152T
4934852,5776,1,0,0,0,8.1,1.2,-73.9702,40.7628,-73.9869,40.7572,CMT,Cash,10153,10018,37,9,30,25,9,30,2009,12,C7676T
4936115,5913,1,0,0,0,4.5,0.6,-73.9726,40.7659,-73.9832,40.7672,CMT,Cash,10153,10019,43,9,30,38,9,30,2009,5,C8288T
275030504,13259,1,0,0,0,6.1,1.39,-73.9706,40.759,-73.9894,40.7581,VTS,Cash,10152,10018,7,9,27,59,8,27,2009,8,C8988T
5633010,614,1,0,1.38,0,8.28,1.4,-73.9791,40.7544,-73.9847,40.7678,CMT,Credit,10110,10019,46,9,27,37,9,27,2009,9,C0304T
6789493,8737,1,0,0,0,28.1,11,-73.8731,40.7744,-73.9867,40.7613,CMT,Cash,11371,10018,29,9,19,2,9,19,2009,27,C6566T
276652026,394,1,0,0,0,4.9,0.78,-73.9884,40.7543,-73.9812,40.7639,VTS,Cash,10119,10103,36,9,17,30,9,17,2009,6,C5853T
7257726,93,1,0,0,0,4.9,0.7,-73.982,40.7717,-73.986,40.7625,CMT,Cash,10019,10018,48,9,17,43,9,17,2009,5,C4344T
277052536,25397,5,0,0,0,7.3,1.96,-73.993,40.7372,-73.9838,40.7597,VTS,Cash,10011,10020,25,9,14,16,9,14,2009,9,C0202T
7957432,9556,1,0,0,0,6.1,0.9,-73.9722,40.7597,-73.983,40.7673,CMT,Cash,10152,10019,17,9,28,9,9,28,2009,8,C8989T
277951329,1712,1,0,2,0,8.1,1.02,-73.9739,40.7559,-73.9896,40.7627,VTS,Credit,10171,10018,40,9,16,31,9,16,2009,9,C6261T
281445484,1305,1,0,0,0,17.4,5.06,-73.9865,40.7161,-73.9874,40.7656,VTS,Cash,10002,10019,2,9,18,38,8,18,2010,24,C0707T
14010412,2435,1,0,1.02,0.5,6.12,0.5,-73.9806,40.7594,-73.9856,40.7634,CMT,Credit,10020,10018,35,9,23,30,9,23,2010,5,C6865T
15769725,1555,1,0,2.28,0,13.68,2.7,-74.0085,40.7461,-73.9821,40.7639,CMT,Credit,10014,10103,3,9,15,46,8,15,2010,17,C8685T
283240563,20475,1,0,0,0,10.2,1.89,-73.9852,40.7438,-73.9794,40.7637,VTS,Cash,10001,10103,38,9,22,21,9,22,2010,17,C4448T
283644492,15151,1,0,0,0,10.6,3.01,-73.974,40.7695,-73.9861,40.7565,VTS,Cash,10153,10018,28,9,19,14,9,19,2010,14,C9499T
272173368,16140,1,0,0,0,5.3,0.63,-73.9866,40.7546,-73.9869,40.7622,VTS,Cash,10110,10018,46,10,9,39,10,9,2008,7,C6165T
3942332,1633,1,0,0,0,4.5,0.6,-73.9875,40.7704,-73.9845,40.7648,CMT,Cash,10019,10103,44,10,11,39,10,11,2008,5,C7672T
274010170,14110,1,0,0,0,7.7,1.72,-73.9719,40.7502,-73.9806,40.7649,VTS,Cash,10017,10103,21,10,16,11,10,16,2009,10,C4145T
274519365,13395,1,0,0,0,6.1,1.32,-73.9861,40.7773,-73.9868,40.7633,VTS,Cash,10069,10018,15,10,20,7,10,20,2009,8,C5853T
5546648,7182,1,0,0,0,7.7,1.3,-73.977,40.753,-73.9791,40.7632,CMT,Cash,10167,10103,31,10,20,18,10,20,2009,13,C3334T
275331884,9319,3,0,0,0,6.1,0.96,-73.9808,40.7521,-73.9857,40.7572,VTS,Cash,10110,10020,20,10,17,10,10,17,2009,10,C5651T
280240793,9166,5,0,0,0,7,1.49,-74.0023,40.7451,-73.9886,40.7639,VTS,Cash,10011,10018,59,10,26,51,10,26,2010,8,C6566T
280741510,10059,1,0,2,0,14.6,2.47,-73.9921,40.7354,-73.9857,40.7599,VTS,Credit,10003,10018,5,10,30,44,9,30,2010,21,C7475T
280744370,7566,5,0,0,0,7.4,1.17,-74.0007,40.7581,-73.9845,40.7598,VTS,Cash,10199,10020,43,10,30,32,10,30,2010,11,C5952T
272175568,17988,1,0,0,0,9.7,2.13,-73.9622,40.7793,-73.9809,40.765,VTS,Cash,10028,10103,46,11,9,32,11,9,2008,14,C7476T
4363224,8518,1,0,0,0,8.1,2.1,-73.974,40.7891,-73.9871,40.7612,CMT,Cash,10162,10018,7,11,12,56,10,12,2008,11,C1915T
4770948,4790,1,0,0,0,3.7,0.6,-73.986,40.7575,-73.9816,40.7663,CMT,Cash,10018,10103,1,11,16,58,10,16,2009,3,C9199T
274115048,11831,1,0,0,0,4.9,0.98,-73.9933,40.7574,-73.9834,40.7665,VTS,Cash,10018,10019,51,11,23,45,11,23,2009,6,C1518T
641906,114571,1,0,0,0,10.9,1.6,-73.9959,40.7486,-73.9861,40.7673,DDS,Cash,10199,10019,51,11,27,31,11,27,2009,20,C3534T
274624300,6153,1,0,0,0,16.1,5.19,-74.0119,40.7016,-73.9885,40.7573,VTS,Cash,10005,10018,59,11,27,37,11,27,2009,22,C2922T
6906403,5343,2,4.1,4.89,0,37.54,11.6,-73.8735,40.7742,-73.9797,40.7662,CMT,Credit,11371,10103,34,11,26,3,11,26,2009,31,C3531T
7377172,1911,2,0,1.63,0,12.53,1.1,-73.9937,40.7499,-73.9864,40.7588,CMT,Credit,10119,10018,37,11,24,16,11,24,2009,21,C6666T
277250800,28750,1,0,0,0,15.3,4.67,-73.9961,40.7139,-73.9862,40.7562,VTS,Cash,10278,10110,50,11,28,29,11,28,2009,21,C9995T
1004019,181192,2,0,0,0,10.9,1.3,-73.9736,40.7517,-73.9842,40.7646,DDS,Cash,10017,10103,42,11,16,21,11,16,2009,21,C2521T
278057696,21805,5,4.5,5.46,0,37.33,10.69,-73.8725,40.7745,-73.9793,40.7624,VTS,Credit,11371,10103,11,11,23,45,10,23,2009,26,C5358T
280239153,7501,1,0,0,0,6.6,1,-73.9706,40.7594,-73.9824,40.7581,VTS,Cash,10022,10020,29,11,26,21,11,26,2010,8,C4347T
1287349,101132,3,0,0,0,9,1.7,-73.9802,40.7798,-73.9849,40.7607,DDS,Cash,10023,10020,13,11,23,0,11,23,2010,13,C9896T
15158717,9187,1,0,1.29,0,9.89,1.4,-73.9761,40.7518,-73.9804,40.7659,CMT,Credit,10017,10103,36,11,17,23,11,17,2010,13,C1113T
1609481,103231,1,0,0,0,17,4,-73.9975,40.717,-73.979,40.763,DDS,Cash,10278,10103,0,11,19,30,10,19,2010,30,C0405T
272173875,13035,5,0,1,0,6.3,0.73,-73.9898,40.7539,-73.9905,40.7616,VTS,Credit,10119,10018,49,12,9,41,12,9,2008,8,C9894T
5104983,8041,2,0,3.52,0,17.62,3.1,-74.0086,40.7158,-73.9864,40.7574,CMT,Credit,10007,10018,37,12,13,13,12,13,2009,24,C4744T
5632372,5139,1,0,1,0,6.7,1.1,-73.9814,40.7743,-73.9814,40.7628,CMT,Credit,10023,10103,29,12,27,22,12,27,2009,7,C9996T
5979291,347,1,0,0,0,3.7,0,-73.9828,40.7632,-73.9829,40.7634,CMT,Cash,10103,10103,0,12,24,56,11,24,2009,4,C0402T
275944265,28249,1,0,0,0,4.1,0.62,-73.9754,40.7625,-73.9828,40.7575,VTS,Cash,10153,10020,41,12,29,38,12,29,2009,3,C2121T
7841385,4166,1,0,0,0,6.1,0.9,-73.989,40.7581,-73.989,40.7581,CMT,Cash,10018,10018,36,12,21,27,12,21,2009,9,C7275T
7842239,5588,1,0,1.7,0,10.2,2.4,-74.0059,40.7259,-73.9863,40.7576,CMT,Credit,10012,10018,50,12,21,38,12,21,2009,12,C8481T
277249600,1076,5,0,0,0,6.5,1.56,-73.9877,40.7598,-73.9877,40.7598,VTS,Cash,10018,10018,54,12,28,47,12,28,2009,7,C0909T
9970815,2562,2,0,0,0,6.6,1,-73.9907,40.7513,-73.9821,40.7647,CMT,Cash,10119,10103,58,12,25,51,12,25,2009,7,C1114T
12164951,2934,1,0,1,0,9.6,2.2,-73.9597,40.7797,-73.9833,40.7664,CMT,Credit,10028,10019,29,12,23,19,12,23,2010,10,C3237T
281044691,8948,1,0,0,0,9,2.12,-73.9832,40.7817,-73.9894,40.7578,VTS,Cash,10023,10018,24,12,21,13,12,21,2010,11,C5653T
1428660,102111,1,0,0,0,12.6,2.8,-73.9955,40.7402,-73.9813,40.7651,DDS,Cash,10011,10103,53,12,30,29,12,30,2010,24,C9999T
14430849,5096,1,0,1.05,0,8.05,1.2,-73.9647,40.7609,-73.9825,40.7641,CMT,Credit,10065,10103,20,12,13,10,12,13,2010,10,C1912T
282244299,10433,1,0,0,0,5.4,0.47,-73.9758,40.758,-73.9836,40.7616,VTS,Cash,10111,10020,18,12,13,11,12,13,2010,7,C4347T
282343616,8672,1,0,0,0,5.4,0.52,-73.9723,40.7603,-73.9813,40.7636,VTS,Cash,10022,10103,32,12,20,26,12,20,2010,6,C8882T
14713933,580,2,0,3,0,13.2,2.1,-74.0048,40.7469,-73.9847,40.7644,CMT,Credit,10011,10018,35,12,27,20,12,27,2010,15,C6961T
3179910,8966,2,0,0,0,19.3,5.5,-73.9214,40.7347,-73.9856,40.7595,CMT,Cash,11104,10018,20,13,9,51,12,9,2008,29,C8485T
272172096,7118,5,0,0,0,4.1,0.52,-73.9778,40.7586,-73.9819,40.7631,VTS,Cash,10111,10103,38,13,9,34,13,9,2008,4,C7973T
3942088,1084,1,0,1.06,0,6.36,0.6,-73.9806,40.7612,-73.9818,40.7663,CMT,Credit,10103,10103,0,13,11,52,12,11,2008,8,C3136T
4116558,2474,2,0,0,0,7.3,1.4,-73.9847,40.7716,-73.9858,40.7589,CMT,Cash,10019,10018,1,13,21,51,12,21,2008,10,C0704T
4368394,6442,1,0,1.39,0,10.69,1.7,-73.9652,40.7719,-73.9845,40.7578,CMT,Credit,10021,10020,34,13,12,19,13,12,2008,15,C7174T
538300,947178,4,0,0,0,10.1,1.6,-73.9699,40.7636,-73.9858,40.7563,DDS,Cash,10153,10020,21,13,19,3,13,19,2008,18,C6768T
4524639,5655,1,0,0,0,6.5,0.7,-73.9844,40.7622,-73.9829,40.7582,CMT,Cash,10020,10020,21,13,26,12,13,26,2008,9,C8184T
4771139,3472,2,0,0,0,9.7,2.5,-73.9586,40.7835,-73.9831,40.7611,CMT,Cash,10028,10020,45,13,16,31,13,16,2009,14,C1S1VT
274522345,20663,1,0,0,0,16.9,5.76,-73.9488,40.8225,-73.9816,40.7672,VTS,Cash,10030,10103,0,13,20,41,12,20,2009,19,C3136T
274621601,15001,2,0,0,0,5.3,0.96,-73.9784,40.7605,-73.9898,40.7572,VTS,Cash,10103,10018,40,13,27,34,13,27,2009,6,C5152T
663112,118674,1,0,0,0,8.5,2,-73.9547,40.7654,-73.9783,40.7641,DDS,Cash,10044,10103,5,13,13,53,12,13,2009,12,C6367T
275335243,26901,2,0,0,0,5.3,0.6,-73.9714,40.7596,-73.9817,40.7636,VTS,Cash,10022,10103,22,13,17,15,13,17,2009,7,C4648T
6788876,6705,1,0,0,0,7.3,0.9,-73.9861,40.753,-73.9858,40.7598,CMT,Cash,10110,10018,1,13,19,49,12,19,2009,12,C7379T
7730371,5156,1,0,0,0,4.5,0.4,-73.9728,40.7626,-73.9802,40.7655,CMT,Cash,10153,10103,18,13,14,13,13,14,2009,5,C0506T
1004054,181218,1,0,0,0,10.9,3.1,-74.0027,40.7182,-73.9846,40.76,DDS,Cash,10278,10020,8,13,16,50,12,16,2009,18,C2423T
9501541,1406,2,0,0,0,6.6,1,-73.9845,40.7642,-73.9791,40.7658,CMT,Cash,10020,10153,48,13,27,40,13,27,2009,8,C0807T
278960256,2467,2,0,1.1,0,5.7,0.65,-73.9883,40.7569,-73.9822,40.7633,VTS,Credit,10018,10103,29,13,25,25,13,25,2009,4,C2321T
280647402,5727,2,4.5,7.52,0,42.69,12.07,-73.8616,40.7682,-73.9847,40.759,VTS,Credit,11371,10020,19,13,23,46,12,23,2010,33,C9697T
1379588,101761,1,0,0,0,8.2,1.4,-73.9915,40.7445,-73.9875,40.7612,DDS,Cash,10001,10018,8,13,25,55,12,25,2010,13,C1912T
281944432,12419,1,0,0,0,7,1.77,-73.9741,40.7899,-73.9827,40.7667,VTS,Cash,10162,10019,46,13,23,38,13,23,2010,8,C3438T
282244940,11638,1,0,0,0,6.2,0.69,-73.9811,40.7568,-73.9896,40.7625,VTS,Cash,10020,10018,37,13,13,28,13,13,2010,9,C0103T
282439986,16931,1,0,0,0,4.2,0.54,-73.9736,40.7628,-73.9806,40.7614,VTS,Cash,10153,10103,48,13,27,45,13,27,2010,3,C4842T
15926361,6950,2,0,0,0,12.6,2.8,-74.0035,40.7226,-73.9851,40.7583,CMT,Cash,10012,10020,25,13,22,5,13,22,2010,20,C1415T
283344477,20748,1,0,0,0,9.4,1.92,-73.9758,40.7816,-73.9794,40.7632,VTS,Cash,10023,10103,24,13,29,11,13,29,2010,13,C0302T
16686741,8103,1,0,0,0,11.4,2.9,-73.9641,40.7947,-73.9843,40.7617,CMT,Cash,10162,10020,53,13,26,38,13,26,2010,15,C2622T
3422207,1332,1,0,0,0,13.3,1.4,-73.9589,40.7636,-73.9804,40.7656,CMT,Cash,10065,10103,21,14,26,55,13,26,2008,26,C1318T
274012710,2055,1,0,2,0,12.1,2.13,-74.0057,40.7508,-73.9801,40.7653,VTS,Credit,10199,10103,57,14,16,46,14,16,2009,11,C3933T
